Site,SampleTime,SampleDate,pH,LocationType,Na_mgL,Mg_mgL,Al_mgL,SiO2_mgL,K_mgL,Ca_mgL,Mn_mgL,Fe_mgL,F_mgL,Cl_mgL,NO3_mgL,SO4_mgL,DOC_mgL,TDN_mgL,GWType,X,Y,Na_MP,Mg_MP,Al_MP,Si_MP,P_MP,K_MP,Ca_MP,Mn_MP,Fe_MP,Zn_MP,Rb_MP,Sr_MP,Ba_MP,Pb_MP,NH4 mg N/L,Alm_mgL,Alo_mgL,Durham_id,Method,SpecCond,DON_mgL,TMAl_mgL,OMAl_mgL,IMAl_mgL,NH4_NmgL,PO4_PmgL,S_mgL,Sr_mgL,Zn_mgL
N4,NA,2013-04-11T00:00:00Z,NA,G2,0.454325,0.0602205,0.602395,1.44262,0.190572,0.168653,0.112765,0.0738698,0.02866074814347591,0.409870571915768,1.3100054977081153,2.0158700620973242,5.93536783400356,0.45958401703421653,shallow,281659.312,4871219.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.3436269659069464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4,NA,2013-06-28T00:00:00Z,4.3,G2,NA,NA,NA,NA,NA,NA,NA,NA,0.020021450242916183,0.2519871486094898,0.5426306874221256,1.3256123194280718,12.115160710673145,0.44596147125249774,shallow,281659.312,4871219.5,0.390280161911997,0.0692550090271551,0.68386261515946,1.18944069745827,NA,0.113561238128059,0.188068399161257,0.114129977419599,0.129523054012502,NA,7.3354464826913e-4,0.00112812104722259,0.00795821173177913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4,NA,2013-09-03T00:00:00Z,4.33,G2,0.648438,0.140415,0.954931,2.46105,0.25605363173004214,0.537429,0.244203,0.0525532,0.02597323382976938,0.2472689205680968,8.243431678267617,1.4632545003951463,6.141953082440226,2.081314798536583,shallow,281659.312,4871219.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008039452367880943,0.6659701987830196,0.13820064630168252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4,NA,2014-06-13T00:00:00Z,4.5,G2,0.639638,0.125194,0.675585,1.91352,0.203689,0.306613,0.184673,0.069807,0.04812205715994859,0.6375407926532025,4.594721541399316,1.5815396789133513,5.260342127076331,1.2134856908457095,shallow,281659.312,4871219.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.5910917371707995,0.17352707825503244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4,NA,2014-06-14T00:00:00Z,4.45,G2,0.756143,0.095838,0.679061,1.77506,0.189901,0.272718,0.143462,0.101996,0.11613688258470656,0.5675604473474748,3.386237051433438,1.6433936027287541,8.024608556946255,0.9513740192654592,shallow,281659.312,4871219.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.46073833161105454,0.1909004799069612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4,NA,2014-06-16T00:00:00Z,4.46,G2,0.619753,0.106633,0.669333,1.9551,0.207741,0.293039,0.161479,0.072535,0.06038294455082206,0.6080856267529309,3.702878928175184,1.7254545346047738,5.426380675669678,0.9841867980558753,shallow,281659.312,4871219.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.48447956152707117,0.14457260830799262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,1899-12-31T09:45:00Z,2014-09-23T00:00:00Z,4.81,S2,0.282381,0.0418365,0.321616,1.44504,0.013726,0.12655,0.0494156,0.021,0.023621082988964225,0.3006729134717326,0.08657247390511365,2.1538221662560075,2.0724799238383977,0.09414269542728808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.3420164449583174,0.03223249382845564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,1899-12-31T10:10:00Z,2014-10-08T00:00:00Z,4.68,S2,0.26715,0.0431467,0.431339,1.81497,0.0174098,0.12188,0.0543228,0.021,0.035265728197990336,0.49553876088601245,0.49556978776472704,2.0580721487132014,2.230440106095446,0.21271687808263345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.3450540454154989,0.03749308129993116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,1899-12-31T10:40:00Z,2013-03-11T00:00:00Z,4.61,S2,0.452997,0.0753291,0.86757,1.90807,0.0852893,0.164958,0.14799,0.021,0.05218151978673189,0.5258819886157291,6.319623372286776,1.7836669371461407,1.8512742264442823,1.604372424398572,NA,NA,NA,0.439045452488071,0.071759563639752,0.777138481662771,1.61173613604025,NA,0.0846099461908555,0.138405903258618,0.138535052482156,0.0129495841207604,NA,3.75416893065476e-4,0.00105077856935402,0.0100188002007516,NA,0.01604158215625694,0.7402100268797756,0.027998063700552214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,1899-12-31T11:45:00Z,2013-03-13T00:00:00Z,4.64,S2,0.456485,0.0741516,0.890307,1.80279,0.0819832,0.146951,0.150398,0.021,0.0548385614620523,0.6561380630134188,5.77437054292882,1.6739361159997797,1.4778288464572786,1.4453440789484335,NA,NA,NA,0.539884843548706,0.0870489073192594,1.0356310895459,1.85691802179581,NA,0.095865085960895,0.152112080803362,0.168956706036101,0.00894612024121884,NA,4.34433363088441e-4,0.00110409694469165,0.010865415743940501,NA,0.0025,0.7648938669442958,0.029103723667490252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,1899-12-31T12:50:00Z,2014-07-16T00:00:00Z,4.78,S2,0.344253,0.0627034,0.409282,1.47677,0.05124048062542168,0.18122054273341726,0.066211,0.021,0.023724745510476854,0.524683329608308,0.6001174319105298,2.4052911352510513,2.168861869345738,0.24838413740354714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.34918258045650064,0.03441450609795153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,1899-12-31T13:30:00Z,2014-10-09T00:00:00Z,4.66,S2,0.452572,0.0582226,0.139336,1.19557,0.0653168,0.355026,0.0266813,0.021,0.060608165143369024,0.33093711083137456,0.10120866377834177,2.472934749453086,0.7933640932747752,0.06904148260556633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.15965259569694448,0.014163017271499576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,1899-12-31T14:50:00Z,2014-10-07T00:00:00Z,4.71,S2,0.252725,0.0385246,0.357189,1.66512,0.0227335,0.114977,0.0493582,0.021,0.031674717217849646,0.31859183106470496,0.07452709186530605,2.281496751724654,2.1197358779830395,0.12176724043236156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005212735206974475,0.3078410854905319,0.038581381364129995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,1899-12-31T15:15:00Z,2013-11-07T00:00:00Z,4.42,S2,0.5142343069614865,0.12005507175609886,1.1695511116999395,2.646265063014439,0.0786462938471764,0.2624911720373323,0.1400858720173018,0.021,0.04028440025211442,0.5151276172783146,9.318981184055215,1.082770424001698,2.9744690408724743,2.086986358094451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,NA,2013-03-27T00:00:00Z,4.74,S2,0.448473,0.0783523,0.91289,1.77033,0.0892083,0.160401,0.149736,0.021,0.03750029427125769,0.7064246899777884,5.910875657886809,1.6475635434364582,1.327371479156279,1.3888461845035616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.9037224258466195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,NA,2013-04-01T00:00:00Z,4.68,S2,0.445676,0.0741968,0.857766,1.76657,0.108508,0.152321,0.129347,0.021,0.03692488998079374,0.6034819642434412,4.809302467322826,1.5405466470128517,1.4939253013990843,1.1676439535873242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.7594873914380996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,NA,2013-04-11T00:00:00Z,NA,S2,0.416251,0.0673605,0.691315,1.67504,0.108529,0.142368,0.110544,0.021,0.043654180011695166,0.43728556716914885,2.953873753275788,1.7954008891870037,1.7279216736479315,0.7413410405182875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.5128587078859159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,NA,2013-06-25T00:00:00Z,4.81,S2,NA,NA,NA,NA,NA,NA,NA,NA,0.010920784863168904,0.34516919596042095,0.37426131183317457,2.2010411480308014,2.2385705978185904,0.18553381759522142,NA,NA,NA,0.381074642627761,0.0527870677653393,0.40378772747618,0.910428153680139,NA,0.049970210792127,0.132183540783812,0.06826020942404941,0.0106480381854436,NA,2.9569957535387697e-4,9.9075002736186e-4,0.00885133521491028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,NA,2013-06-28T00:00:00Z,4.73,S2,NA,NA,NA,NA,NA,NA,NA,NA,0.009785050078196383,0.2736873045350522,0.9469896643414398,1.9332600546009517,2.3523440051409077,0.3292208222927459,NA,NA,NA,0.402329592541211,0.0558119545007056,0.423072587580885,1.14229834099942,NA,0.0696628987232874,0.135971267548871,0.07109678017552039,0.00957205352870111,NA,2.9055318064928495e-4,9.96937126392098e-4,0.00894354351031328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,NA,2013-09-03T00:00:00Z,4.53,S2,0.844811,0.120198,0.888298,2.53929,0.06431739948701731,0.337877,0.134258,0.021,0.034522225246589024,0.28537553546972677,8.239576573799745,1.10883308246268,2.0085219226877533,1.9647191947607716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.6952319361136994,0.03204441034748706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,NA,2014-06-05T00:00:00Z,4.69,S2,0.434459,0.074222,0.527787,1.3191,0.106135,0.205373,0.086605,0.021,0.0513366047882512,0.7278623162754695,1.9150839961375548,1.8576300477637129,1.7355767263890542,0.5600200211817113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,NA,2014-06-13T00:00:00Z,4.66,S2,0.41396,0.085952,0.601511,1.33602,0.093006,0.217194,0.086353,0.021,0.05933496345408436,0.9550631927861208,2.6574611357286333,1.8270915244442816,1.7383686114887873,0.6418316513085673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.506473993374341,0.02437645562567424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,NA,2014-06-14T00:00:00Z,4.67,S2,0.594118,0.093709,0.728339,1.61047,0.102592,0.241814,0.100259,0.021,0.05216516902684894,0.6916585706049266,4.763704991557513,1.7201511936063514,1.7708668514416817,1.1059559338401612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.6605300686558324,0.027820141682962617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P1,NA,2014-06-16T00:00:00Z,4.68,S2,0.511144,0.095616,0.712551,1.66066,0.089337,0.256854,0.099428,0.021,0.047190806372386214,0.5820846712765221,4.384546404457435,1.9225559436933612,1.859961375174731,1.0168338901625618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.6401964247248859,0.02704186066136877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,1899-12-31T09:45:00Z,2014-09-23T00:00:00Z,4.92,S2,0.402792,0.0512143,0.257638,1.27626,0.0118513,0.152533,0.064186000000000007,0.021,0.04307589388711036,0.3914503359046977,0.05781619070256428,2.191657323827835,1.0918318649905292,0.062418475021296424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,1899-12-31T10:10:00Z,2014-10-08T00:00:00Z,4.83,S2,0.367662,0.0517014,0.39202,1.27895,0.0159921,0.149427,0.0686204,0.021,0.04767525251202238,0.504810630667744,0.4960773175328715,2.191926007019107,1.3094640863058515,0.164822298255793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.3505551343272332,0.01854998433364721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,1899-12-31T10:40:00Z,2013-03-11T00:00:00Z,4.73,S2,0.451768,0.0514538,0.54436,1.69754,0.0114127,0.140327,0.0774458,0.021,0.07071579078424262,0.5115777061568421,2.7306377103715285,2.2263746032640603,0.9854099167235204,0.6824714646315119,NA,NA,NA,0.432473092132352,0.0509471249850665,0.482110104285787,1.37773399730843,NA,0.0137630497856029,0.11321430598208,0.0734618171819286,0.00636549638286502,NA,5.7791091627289004e-5,8.67462342511107e-4,0.00983756650187424,NA,0.0025,0.48906104527471106,0.0107358407409222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,1899-12-31T11:45:00Z,2013-03-13T00:00:00Z,4.73,S2,0.443644,0.0523919,0.604268,1.58202,0.0154178,0.126854,0.07721,0.021,0.05383133604125598,0.5856255306080167,2.940448724462692,2.1579055228174173,0.9743390023743498,0.7294801559837707,NA,NA,NA,0.579834683210178,0.0694458049778025,0.737933369192239,1.86629972437513,NA,0.0183561542677296,0.147853891956392,0.0994972096548499,0.00320999954092408,NA,8.13887757131001e-5,0.00109313064526482,0.0107721476738464,NA,0.0025,0.552071513327022,0.01197914988881468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,1899-12-31T12:50:00Z,2014-07-16T00:00:00Z,4.97,S2,0.454689,0.0652678,0.361417,1.63274,0.032672249567848075,0.19149203744410756,0.0894782,0.021,0.0447312284843881,0.594059988824819,0.46414371403186855,2.3316850623142154,1.2123021431710308,0.20498807990956527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.32409479874011676,0.01444761766535662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,1899-12-31T13:30:00Z,2014-10-09T00:00:00Z,4.84,S2,0.534455,0.0667544,0.137182,1.39753,0.0365697,0.350396,0.0207186,0.021,0.05930301531518836,0.36798915089927414,0.01681257072188247,2.649905898598284,0.7307356449764421,0.04819816197709118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.16728369765316312,0.01307410328867674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,1899-12-31T14:50:00Z,2014-10-07T00:00:00Z,4.88,S2,0.339257,0.0477473,0.32175,1.19991,0.0126027,0.139422,0.0652488,0.021,0.05385778047531669,0.40965005874782157,0.05051186925125832,2.33811703181625,1.1751117719065232,0.0630338001185759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.2504733679649621,0.017437669933325652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,1899-12-31T15:14:00Z,2013-11-07T00:00:00Z,4.63,S2,0.5550947678230789,0.07111978290464359,0.8503613942744865,1.5261997215341596,0.04124763426043202,0.21813896129764562,0.09078189450914403,0.021,0.02990465126198261,0.3469513289930626,6.160067374988051,1.4907536644391084,1.2119652194384134,1.4126956391852667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,NA,2013-03-27T00:00:00Z,4.86,S2,0.471446,0.0603607,0.535595,1.66832,0.0335238,0.139912,0.0832093,0.021,0.035526530848119964,0.6308581732072535,3.1458567208210475,1.9132657116702836,1.051694167693475,0.823763558718747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.6020805215704442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,NA,2013-04-01T00:00:00Z,4.77,S2,0.477102,0.0621677,0.642245,1.68352,0.0409693,0.136238,0.0883501,0.021,0.03569111344556508,0.5835854733228204,3.1117629414264383,1.8721640576788248,0.9181799492212097,0.7703827524389298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.6218863805929978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,NA,2013-04-11T00:00:00Z,NA,S2,0.627347,0.0724373,0.801275,1.7932499999999998,0.179281,0.177774,0.102721,0.021,0.04303124251370708,0.5701571465680696,3.4930397363609647,1.93349947171704,0.8334336934869051,0.8340403209719213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.636073783655649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,NA,2013-06-25T00:00:00Z,4.93,S2,NA,NA,NA,NA,NA,NA,NA,NA,0.014737336714220617,0.33507684408286564,0.26394072118910417,2.2666762517094567,1.107186668259919,0.11953944935121522,NA,NA,NA,0.493604412012281,0.0607881533254173,0.438445769807529,1.31298537996836,NA,0.0152757644441812,0.14345410643545,0.0879937487828914,0.00240594063785427,NA,8.76627561038814e-5,0.00108749933912647,0.011993994765324499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,NA,2013-06-28T00:00:00Z,4.95,S2,NA,NA,NA,NA,NA,NA,NA,NA,0.04586266781248609,0.3155814314405086,0.4396529679356278,2.116925842491789,1.2326020056338223,0.18383958564763692,NA,NA,NA,0.449364252116735,0.0535151216099709,0.392837601021312,1.19441884109315,NA,0.0147415071690846,0.130163677367754,0.0793876180332687,0.00200574312066239,NA,8.05216560155965e-5,9.550336510714939e-4,0.0107034235987524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,NA,2013-09-03T00:00:00Z,4.77,S2,0.580362,0.0730475,0.431193,1.55629,0.04954574716844198,0.246446,0.116066,0.021,0.029987211734050823,0.22015578104721467,3.3621632706716174,1.8294110883812638,1.394315162390902,0.8432962001114724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.41098582153677937,0.013650797608116745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,NA,2014-06-04T00:00:00Z,4.86,S2,0.470835,0.066773,0.353633,1.55288,0.057892,0.172771,0.088099,0.021,0.1293842570837304,0.7996055030303719,0.8354755643612746,2.100746552950476,1.1659101527235316,0.2733141148921851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007022845560756007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,NA,2014-06-05T00:00:00Z,4.69,S2,0.449483,0.069098,0.417843,1.58033,0.039088,0.151131,0.088941,0.021,0.014822266710736335,0.6082950915458122,0.8141339755719619,2.099259626170296,1.0583751694926635,0.253902151886235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,NA,2014-06-13T00:00:00Z,4.46,S2,1.13813,0.074683,0.358682,1.51786,0.101457,0.169039,0.085332,0.021,0.11482110637890675,1.4070230689368004,1.123014371093284,2.1454044264130623,1.0448990681208927,0.29561423478038934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,NA,2014-06-14T00:00:00Z,4.9,S2,0.61254,0.076302,0.48079,1.56309,0.064068,0.18369,0.09737,0.021,0.033026569491020515,0.669136918206051,1.8989894170108694,2.0920744304485455,1.085974255182097,0.485779242597978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.4331840117524896,0.00963024480887397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4P2,NA,2014-06-16T00:00:00Z,4.82,S2,0.539965,0.082633,0.54365,1.53205,0.065528,0.228587,0.104376,0.021,0.03185230676120517,0.5839048289571737,2.262112671025397,2.0070450645772056,1.0285738693948623,0.550633414879082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.4724347084888728,0.010125704719058081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,1899-12-31T08:10:00Z,2014-10-08T00:00:00Z,4.83,G2,0.526095,0.0470521,0.507984,1.35926,0.11066,0.17092,0.0827891,0.021,0.045298615790556385,0.6553292571018078,1.0717355565778368,2.0859977825135476,1.7157693930047881,0.32110548295208585,shallow,281667.406,4871209.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007806194042391815,0.4395835911886434,0.045118221262802814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,1899-12-31T09:15:00Z,2014-10-08T00:00:00Z,4.83,G2,0.500374,0.0441328,0.500876,1.34735,0.121171,0.162466,0.0750788,0.021,0.05032260706214441,0.6602193025502839,0.913330357650445,2.0534960289836803,1.7579981185171494,0.2851428280646848,shallow,281667.406,4871209.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.45396164239925124,0.04838405943656506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,1899-12-31T09:55:00Z,2013-01-31T00:00:00Z,4.81,G2,0.429481,0.0240812,0.5360139999999999,1.4687699999999997,0.0654454,0.130132,0.0617895,0.021,0.02035896651294356,0.5958610565633493,1.054666127336823,2.3220247763094295,1.8822104678315683,0.4535505370834826,shallow,281667.406,4871209.5,0.438907769754914,0.0683595339138165,0.854873297325542,1.45325379059268,NA,0.117246772793192,0.151936650895235,0.0733632906283801,0.298548963499452,NA,9.62308141363622e-4,0.00101596095464378,0.00462284644269564,6.42769461266124e-4,0.02575028938147022,0.49977438240528604,0.03787236755973446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,1899-12-31T10:15:00Z,2014-10-08T00:00:00Z,4.88,G2,0.493107,0.0424847,0.507343,1.35111,0.119584,0.155897,0.073279,0.021,0.06108478436405923,0.650960590137887,0.7725276556483128,2.1001883618908392,1.7741100014818658,0.2501814535917821,shallow,281667.406,4871209.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.4506565651938922,0.0426972463734038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,1899-12-31T10:30:00Z,2012-10-30T00:00:00Z,4.8,G2,0.334902,0.0246526,0.442048,1.43039,0.0563825,0.15752,0.0762173,0.021,0.0123602043517701,0.436535680337662,0.148686395499716,2.24407478045725,2.03931734325292,0.141830715365113,shallow,281667.406,4871209.5,0.31972312703583056,0.02133647798742138,0.480909090909091,1.3082368421052633,-0.004,0.0476775147928994,0.1322,0.071,0.0064312499999999995,0.015,2.886409155937053e-4,0.0010795454545454546,0.005763157894736843,4.2e-4,0.00457940360283615,0.4620324350146572,0.039438348073455594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,1899-12-31T10:44:00Z,2012-11-21T00:00:00Z,4.86,G2,0.45485,0.03099,0.468704,1.41406,0.070562,0.174661,0.088397,0.021,0.01968518387065841,0.41095103827973367,0.3821198783118462,2.6692274741748374,1.6090756483745354,0.15668192117667687,shallow,281667.406,4871209.5,0.419242662652034,0.0959250079561152,1.11559870995347,1.5671285540825,NA,0.14868878647353,0.215453607208263,0.106840644235188,0.629693890761346,NA,0.00159504617885696,0.00139900679629382,0.00626084488065505,0.0039359951583697,0.0025,0.3456450995541445,0.027734720345563596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,1899-12-31T10:46:00Z,2012-12-18T00:00:00Z,4.89,G2,0.389389,0.030436,0.563336,1.32341,0.071951,0.138122,0.073052,0.021,0.01648886057933084,0.6602984198892745,1.2572410653594854,2.1897805627625795,1.67409359586907,0.3713048235070753,shallow,281667.406,4871209.5,0.452316977604354,0.248895626429732,2.94832825552531,2.34274446672286,NA,0.379067076744004,0.44068939583395,0.148391377244468,2.19212211170721,NA,0.00460463036105618,0.00181827658433118,0.011878144994117,0.00601492220701445,0.0025,0.46786591409183953,0.03934307666240969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,1899-12-31T10:48:00Z,2012-12-03T00:00:00Z,4.82,G2,1.03694,0.202961,0.129771,2.67985,0.0861285,0.63912,0.008,0.021,0.02236331747006872,0.5938465002943105,0.6508038169097267,2.306394272987545,1.7590194941686799,0.26879085223135685,shallow,281667.406,4871209.5,0.34574794400339,0.0883095688576499,1.2315174152785,1.50648520704898,NA,0.161869635524576,0.217706374456714,0.103782598337331,0.639414232704436,NA,0.00159525164352531,0.00124923782288301,0.00676687405772128,0.00142040212473947,0.008218111697463462,0.4861891261107747,0.03454395049848108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,1899-12-31T11:01:00Z,2013-02-13T00:00:00Z,4.84,G2,0.367073,0.0406204,0.731352,1.57355,0.0956794,0.152411,0.0654384,0.0805079,0.011591568131580528,0.6424954454055106,1.5290991328204637,2.2208309785545755,1.457691657886512,0.43240361502554125,shallow,281667.406,4871209.5,0.386449712119362,0.145024742988962,1.54682140278937,1.66845690294084,NA,0.221374100731508,0.229467410214561,0.0929036120853774,0.998426583351155,NA,0.00241022440059727,0.00122879401569177,0.0065970164069484,0.00239979636519574,0.0197036746339469,0.5074607819996566,0.030440202193121647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,1899-12-31T11:10:00Z,2014-10-08T00:00:00Z,4.91,G2,0.538971,0.0423699,0.489941,1.36251,0.1185,0.153752,0.0734691,0.021,0.13249795720278687,0.6985928269541722,0.7624237478897946,1.9893700384698199,1.7408467592321288,0.2279864044037341,shallow,281667.406,4871209.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.45744278047483533,0.04152897425120453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
